股票代码,股票简称,最新价,最新涨跌幅,个股热度[20240606],个股热度排名[20240606],market_code,code
300122.SZ,智飞生物,31.05,-2.695,96367.0,423,33,300122
300602.SZ,飞荣达,14.45,-8.602,96275.0,424,33,300602
300115.SZ,长盈精密,10.86,-1.897,96145.5,425,33,300115
603111.SH,康尼机电,6.34,1.440,95544.5,426,17,603111
600644.SH,乐山电力,7.20,-1.099,95509.5,427,17,600644
300020.SZ,*ST银江,1.73,-10.363,95438.5,428,33,300020
300624.SZ,万兴科技,53.01,-2.859,95345.0,429,33,300624
300623.SZ,捷捷微电,17.62,0.342,95337.5,430,33,300623
603341.SH,龙旗科技,40.87,-0.729,95332.0,431,17,603341
300128.SZ,锦富技术,3.34,2.141,95258.5,432,33,300128
300223.SZ,北京君正,58.45,-1.483,95254.0,433,33,300223
600190.SH,ST锦港,1.96,-4.854,95212.0,434,22,600190
002668.SZ,TCL智家,9.71,-0.512,95204.5,435,33,002668
300327.SZ,中颖电子,20.80,-1.515,94995.5,436,33,300327
002624.SZ,完美世界,8.35,-3.020,94543.0,437,33,002624
603836.SH,海程邦达,15.36,-1.602,94516.5,438,17,603836
000034.SZ,神州数码,29.72,1.607,94171.0,439,33,000034
600992.SH,贵绳股份,13.65,-4.479,93777.0,440,17,600992
002856.SZ,美芝股份,8.44,-2.202,93636.5,441,33,002856
300775.SZ,三角防务,30.46,-3.547,93536.5,442,33,300775
300045.SZ,华力创通,17.44,-4.281,93475.0,443,33,300045
300812.SZ,易天股份,22.57,4.539,93456.5,444,33,300812
603896.SH,寿仙谷,26.12,0.772,93424.5,445,17,603896
301129.SZ,瑞纳智能,18.30,-8.591,93200.0,446,33,301129
601096.SH,宏盛华源,4.51,-3.426,92815.0,447,17,601096
600647.SH,退市同达,1.46,5.797,92812.0,448,21,600647
000899.SZ,赣能股份,10.12,-1.556,92706.5,449,33,000899
600066.SH,宇通客车,24.78,0.121,92487.0,450,17,600066
002373.SZ,千方科技,9.31,-5.386,92156.0,451,33,002373
600010.SH,包钢股份,1.42,-2.740,92145.5,452,17,600010
688347.SH,华虹公司,36.38,3.795,92129.5,453,17,688347
605162.SH,新中港,7.54,0.802,91900.0,454,17,605162
601398.SH,工商银行,5.46,0.000,91898.0,455,17,601398
002432.SZ,九安医疗,42.25,-1.767,91839.0,456,33,002432
603000.SH,人民网,21.03,-2.322,91368.0,457,17,603000
300570.SZ,太辰光,33.01,-0.871,91257.5,458,33,300570
300964.SZ,本川智能,31.97,5.861,90910.5,459,33,300964
603087.SH,甘李药业,47.64,-3.328,90810.5,460,17,603087
300719.SZ,安达维尔,18.10,-4.737,90494.0,461,33,300719
601390.SH,中国中铁,6.68,0.754,90348.5,462,17,601390
000768.SZ,中航西飞,24.76,-1.863,89809.5,463,33,000768
601083.SH,锦江航运,10.66,0.282,89768.5,464,17,601083
603725.SH,天安新材,11.28,3.677,89662.5,465,17,603725
600268.SH,国电南自,7.18,-2.180,89478.0,466,17,600268
600905.SH,三峡能源,4.58,-1.080,89357.5,467,17,600905
600866.SH,星湖科技,6.16,-2.992,89325.5,468,17,600866
603667.SH,五洲新春,17.65,-3.235,89307.0,469,17,603667
301511.SZ,德福科技,15.58,0.516,89185.5,470,33,301511
300410.SZ,正业科技,4.63,-16.123,89051.5,471,33,300410
600027.SH,华电国际,7.12,2.890,88853.0,472,17,600027
000425.SZ,徐工机械,7.38,2.216,88781.5,473,33,000425
300159.SZ,新研股份,2.05,-9.692,88004.5,474,33,300159
600372.SH,中航机载,11.99,-2.043,87961.0,475,17,600372
300484.SZ,蓝海华腾,14.10,-7.053,87951.5,476,33,300484
601059.SH,信达证券,14.89,-1.260,87885.5,477,17,601059
300368.SZ,ST汇金,2.12,-9.787,87686.5,478,33,300368
600298.SH,安琪酵母,30.07,-3.991,87602.0,479,17,600298
600893.SH,航发动力,37.36,-1.164,87394.0,480,17,600893
300207.SZ,欣旺达,15.05,-1.762,87219.5,481,33,300207
000791.SZ,甘肃能源,6.46,-1.524,87200.0,482,33,000791
300353.SZ,东土科技,7.44,-11.005,87155.5,483,33,300353
300735.SZ,光弘科技,19.88,-2.549,87020.0,484,33,300735
601669.SH,中国电建,5.34,-0.187,86914.5,485,17,601669
600360.SH,ST华微,2.33,-4.898,86722.0,486,22,600360
000980.SZ,众泰汽车,1.60,-6.433,86375.5,487,33,000980
301232.SZ,飞沃科技,28.20,-8.173,85670.5,488,33,301232
603390.SH,通达电气,6.31,-8.151,85644.0,489,17,603390
603466.SH,风语筑,8.81,-10.010,85459.5,490,17,603466
000831.SZ,中国稀土,25.26,-1.482,85454.0,491,33,000831
600522.SH,中天科技,14.43,-0.757,85452.5,492,17,600522
600757.SH,长江传媒,8.06,4.000,85435.0,493,17,600757
600685.SH,中船防务,27.60,-1.182,85092.5,494,17,600685
301339.SZ,通行宝,18.82,-10.975,84965.0,495,33,301339
300001.SZ,特锐德,21.88,-0.455,84879.5,496,33,300001
301252.SZ,同星科技,29.48,-7.528,84801.5,497,33,301252
600277.SH,ST亿利,0.62,-4.615,84514.5,498,22,600277
603778.SH,国晟科技,3.62,-1.362,84228.0,499,17,603778
300542.SZ,新晨科技,12.54,-4.928,84169.0,500,33,300542
301307.SZ,美利信,21.97,8.333,83852.0,501,33,301307
000722.SZ,湖南发展,9.83,-2.286,83725.0,502,33,000722
605598.SH,上海港湾,22.50,-1.099,83392.5,503,17,605598
601688.SH,华泰证券,13.05,-0.685,83264.0,504,17,601688
603613.SH,国联股份,20.83,-4.009,83252.5,505,17,603613
300142.SZ,沃森生物,12.33,-4.419,83235.5,506,33,300142
603773.SH,沃格光电,20.89,-4.174,82954.0,507,17,603773
002407.SZ,多氟多,13.00,-3.489,82652.5,508,33,002407
300417.SZ,南华仪器,7.23,-10.186,82616.5,509,33,300417
300096.SZ,ST易联众,1.97,-13.216,82257.5,510,33,300096
301091.SZ,深城交,25.77,-6.698,82217.5,511,33,301091
600050.SH,中国联通,4.52,-0.441,82073.5,512,17,600050
600489.SH,中金黄金,14.47,1.901,81941.5,513,17,600489
300475.SZ,香农芯创,34.30,0.410,81887.5,514,33,300475
002528.SZ,ST英飞拓,2.24,-5.085,81864.0,515,33,002528
603516.SH,淳中科技,38.00,-1.093,81675.5,516,17,603516
002124.SZ,ST天邦,2.37,-4.436,81631.0,517,33,002124
600879.SH,航天电子,7.66,-2.046,81541.0,518,17,600879
301082.SZ,久盛电气,9.53,-11.431,81431.0,519,33,301082
002669.SZ,康达新材,8.24,-8.850,81412.5,520,33,002669
600592.SH,龙溪股份,9.96,0.403,81176.5,521,17,600592
603501.SH,韦尔股份,100.18,-0.239,81162.5,522,17,603501
301221.SZ,光庭信息,32.43,-14.478,81113.0,523,33,301221
600487.SH,亨通光电,14.64,-0.476,81076.0,524,17,600487
300572.SZ,安车检测,11.83,-17.847,81051.5,525,33,300572
002811.SZ,郑中设计,7.38,-10.000,80990.5,526,33,002811
600199.SH,金种子酒,13.24,-6.826,80901.5,527,17,600199
000993.SZ,闽东电力,9.95,0.505,80809.5,528,33,000993
600863.SH,内蒙华电,4.69,1.515,80713.5,529,17,600863
002457.SZ,青龙管业,7.62,-5.693,80646.5,530,33,002457
002526.SZ,山东矿机,2.50,-4.943,80572.5,531,33,002526
002927.SZ,泰永长征,12.05,-7.236,80205.5,532,33,002927
000799.SZ,酒鬼酒,51.26,-2.492,79623.5,533,33,000799
300807.SZ,天迈科技,21.32,-13.544,79512.5,534,33,300807
002218.SZ,拓日新能,3.16,-5.952,79443.5,535,33,002218
300514.SZ,友讯达,14.10,-8.797,78889.5,536,33,300514
300757.SZ,罗博特科,109.52,-2.267,78858.5,537,33,300757
301389.SZ,隆扬电子,15.13,-5.141,78429.5,538,33,301389
600006.SH,东风汽车,6.44,-2.719,78392.5,539,17,600006
000682.SZ,东方电子,11.87,1.021,78391.5,540,33,000682
601137.SH,博威合金,16.80,-2.439,78344.0,541,17,601137
600131.SH,国网信通,19.08,-0.261,78041.0,542,17,600131
000537.SZ,中绿电,10.50,-2.235,77853.5,543,33,000537
601633.SH,长城汽车,25.48,0.118,77648.0,544,17,601633
600559.SH,老白干酒,22.06,-0.899,77609.5,545,17,600559
000538.SZ,云南白药,53.88,0.205,77402.0,546,33,000538
002278.SZ,神开股份,3.89,-6.715,77352.5,547,33,002278
601989.SH,中国重工,5.06,-0.589,76936.5,548,17,601989
300413.SZ,芒果超媒,22.26,-2.625,76879.5,549,33,300413
600088.SH,中视传媒,16.40,-6.659,76805.5,550,17,600088
301348.SZ,蓝箭电子,32.38,2.436,76794.0,551,33,301348
600975.SH,新五丰,8.96,-3.759,76771.5,552,17,600975
300456.SZ,赛微电子,16.13,-2.773,76722.0,553,33,300456
002351.SZ,漫步者,12.48,-1.964,76334.5,554,33,002351
300732.SZ,设研院,7.35,-6.962,76322.0,555,33,300732
300593.SZ,新雷能,10.79,-5.929,75965.0,556,33,300593
002131.SZ,利欧股份,1.53,-6.135,75578.5,557,33,002131
002773.SZ,康弘药业,23.47,3.256,75518.5,558,33,002773
002354.SZ,天娱数科,2.93,-7.279,75396.0,559,33,002354
301489.SZ,思泉新材,71.32,2.134,75318.0,560,33,301489
301591.SZ,肯特股份,41.12,-7.115,75288.5,561,33,301591
300670.SZ,大烨智能,5.77,-5.099,75094.5,562,33,300670
601225.SH,陕西煤业,26.66,3.655,75058.0,563,17,601225
000661.SZ,长春高新,104.41,-1.787,74770.0,564,33,000661
600183.SH,生益科技,20.06,-1.474,74686.5,565,17,600183
601212.SH,白银有色,3.00,-0.332,74588.0,566,17,601212
600162.SH,香江控股,1.50,-10.180,74575.5,567,17,600162
002245.SZ,蔚蓝锂芯,7.73,-6.189,74568.5,568,33,002245
002970.SZ,锐明技术,35.55,-2.842,74497.0,569,33,002970
003029.SZ,吉大正元,20.11,-8.341,74157.5,570,33,003029
600575.SH,淮河能源,3.73,1.635,74072.5,571,17,600575
300486.SZ,东杰智能,4.55,-13.662,74037.5,572,33,300486
002223.SZ,鱼跃医疗,40.00,1.446,73940.0,573,33,002223
600011.SH,华能国际,9.27,1.868,73903.0,574,17,600011
300284.SZ,苏交科,6.91,-5.986,73886.5,575,33,300284
002821.SZ,凯莱英,74.53,-1.883,73800.0,576,33,002821
300859.SZ,西域旅游,31.38,-1.568,73703.0,577,33,300859
000860.SZ,顺鑫农业,17.85,-3.929,73649.0,578,33,000860
600028.SH,中国石化,6.33,1.118,73641.5,579,17,600028
300450.SZ,先导智能,19.53,-3.269,73588.5,580,33,300450
600702.SH,舍得酒业,70.62,-1.630,73517.5,581,17,600702
688599.SH,天合光能,20.84,-3.025,73498.5,582,17,688599
600600.SH,青岛啤酒,79.88,0.617,73299.0,583,17,600600
001359.SZ,平安电工,24.51,-5.476,73273.0,584,33,001359
601126.SH,四方股份,18.39,1.658,73100.0,585,17,601126
300793.SZ,佳禾智能,12.65,-6.296,73016.5,586,33,300793
000592.SZ,平潭发展,1.62,-10.000,72725.5,587,33,000592
300554.SZ,三超新材,23.69,-4.360,72634.0,588,33,300554
301095.SZ,广立微,45.96,-6.869,72549.5,589,33,301095
300684.SZ,中石科技,16.44,-5.190,72548.0,590,33,300684
601611.SH,中国核建,8.12,-2.521,72524.5,591,17,601611
000996.SZ,中期退,0.37,-75.168,72475.5,592,37,000996
301255.SZ,通力科技,33.79,-3.430,72066.5,593,33,301255
002897.SZ,意华股份,42.89,-1.719,71863.0,594,33,002897
000807.SZ,云铝股份,14.92,1.497,71738.5,595,33,000807
600301.SH,华锡有色,19.42,-0.969,71514.5,596,17,600301
603690.SH,至纯科技,23.84,-1.853,71129.0,597,17,603690
001286.SZ,陕西能源,11.24,1.904,71004.5,598,33,001286
300894.SZ,火星人,14.47,-6.705,70773.0,599,33,300894
002092.SZ,ST中泰,3.91,-5.097,70755.5,600,33,002092
000539.SZ,粤电力A,5.49,-1.259,70376.5,601,33,000539
603659.SH,璞泰来,17.00,-3.354,70169.0,602,17,603659
002384.SZ,东山精密,15.48,0.065,70151.5,603,33,002384
300295.SZ,三六五网,8.86,-6.540,70101.5,604,33,300295
603663.SH,三祥新材,14.12,-4.141,69954.5,605,17,603663
300075.SZ,数字政通,14.28,-5.116,69887.0,606,33,300075
300310.SZ,宜通世纪,3.64,-10.124,69640.0,607,33,300310
600158.SH,中体产业,8.65,-2.039,69603.0,608,17,600158
002352.SZ,顺丰控股,37.33,-1.008,69365.5,609,33,002352
603166.SH,福达股份,4.64,-5.499,69269.0,610,17,603166
605011.SH,杭州热电,27.05,-0.734,69244.0,611,17,605011
300682.SZ,朗新集团,9.49,-4.527,69033.0,612,33,300682
002792.SZ,通宇通讯,13.63,-4.818,69022.0,613,33,002792
600406.SH,国电南瑞,23.95,0.588,69020.5,614,17,600406
600775.SH,南京熊猫,8.11,-4.137,69013.5,615,17,600775
002235.SZ,安妮股份,4.00,-8.467,68745.0,616,33,002235
002173.SZ,创新医疗,6.44,-9.930,68733.5,617,33,002173
600919.SH,江苏银行,7.84,1.423,68669.5,618,17,600919
300548.SZ,博创科技,19.77,-3.749,68665.0,619,33,300548
002304.SZ,洋河股份,92.17,-1.041,68511.5,620,33,002304
300759.SZ,康龙化成,19.70,-0.455,68510.0,621,33,300759
603565.SH,中谷物流,10.15,5.291,68208.0,622,17,603565
300905.SZ,宝丽迪,32.01,-6.676,68187.5,623,33,300905
601995.SH,中金公司,31.14,-1.268,68140.0,624,17,601995
000612.SZ,焦作万方,7.40,0.955,68101.0,625,33,000612
000630.SZ,铜陵有色,3.81,0.794,68096.0,626,33,000630
300180.SZ,华峰超纤,3.43,-9.259,68083.0,627,33,300180
000638.SZ,万方发展,3.30,-8.587,67786.0,628,33,000638
603739.SH,蔚蓝生物,13.40,-3.528,67605.0,629,17,603739
600682.SH,南京新百,5.54,-9.919,67594.0,630,17,600682
002157.SZ,*ST正邦,3.21,-1.835,67555.5,631,33,002157
002079.SZ,苏州固锝,8.80,-3.084,67349.5,632,33,002079
600072.SH,中船科技,14.20,-3.598,67198.5,633,17,600072
688183.SH,生益电子,17.01,3.910,66887.5,634,17,688183
002602.SZ,世纪华通,3.74,-2.604,66851.0,635,33,002602
300002.SZ,神州泰岳,8.75,-0.568,66806.0,636,33,300002
301502.SZ,华阳智能,37.80,0.585,66646.5,637,33,301502
300655.SZ,晶瑞电材,7.47,0.403,66580.0,638,33,300655
600979.SH,广安爱众,3.60,-3.485,66567.5,639,17,600979
002292.SZ,奥飞娱乐,6.08,-3.030,66457.5,640,33,002292
300927.SZ,江天化学,14.66,-9.506,66206.5,641,33,300927
301488.SZ,豪恩汽电,52.89,-9.357,66185.0,642,33,301488
300287.SZ,飞利信,1.55,-12.429,66155.0,643,33,300287
300069.SZ,金利华电,11.00,-5.498,66140.5,644,33,300069
000989.SZ,ST九芝,6.76,-5.056,65977.5,645,33,000989
002206.SZ,海利得,4.21,0.959,65972.5,646,33,002206
601118.SH,海南橡胶,5.16,1.976,65933.0,647,17,601118
002305.SZ,南国置业,1.60,-3.030,65667.5,648,33,002305
603721.SH,中广天择,21.94,-5.553,65655.5,649,17,603721
300975.SZ,商络电子,9.00,-5.063,65487.0,650,33,300975
600187.SH,国中水务,1.86,-10.145,65432.0,651,17,600187
002413.SZ,雷科防务,3.65,-6.410,65368.5,652,33,002413
000878.SZ,云南铜业,13.30,1.064,65220.0,653,33,000878
000733.SZ,振华科技,44.51,-2.986,64788.0,654,33,000733
603283.SH,赛腾股份,71.20,1.136,64604.5,655,17,603283
601033.SH,永兴股份,15.41,-1.218,64501.5,656,17,601033
300316.SZ,晶盛机电,31.15,-1.362,64490.5,657,33,300316
600498.SH,烽火通信,15.64,-1.882,64488.5,658,17,600498
601618.SH,中国中冶,3.20,-1.539,64484.5,659,17,601618
300890.SZ,翔丰华,27.53,-7.119,64441.0,660,33,300890
603709.SH,中源家居,13.40,-10.007,64270.0,661,17,603709
300041.SZ,回天新材,8.59,1.417,64144.0,662,33,300041
000821.SZ,京山轻机,12.04,-3.757,63996.5,663,33,000821
301525.SZ,儒竞科技,64.16,4.359,63982.0,664,33,301525
600777.SH,ST新潮,1.66,-5.143,63942.5,665,22,600777
002270.SZ,华明装备,21.89,0.229,63918.5,666,33,002270
600186.SH,莲花控股,3.64,-4.211,63912.0,667,17,600186
002087.SZ,新纺退,0.18,-60.870,63874.5,668,37,002087
603486.SH,科沃斯,50.83,-0.079,63756.0,669,17,603486
300644.SZ,南京聚隆,20.74,-3.580,63734.5,670,33,300644
600518.SH,ST康美,1.86,0.000,63650.5,671,22,600518
603288.SH,海天味业,35.74,-0.777,63594.5,672,17,603288
300182.SZ,捷成股份,3.62,-4.233,63519.5,673,33,300182
000736.SZ,中交地产,9.15,-3.175,63506.0,674,33,000736
600749.SH,西藏旅游,11.74,-4.163,63500.0,675,17,600749
000816.SZ,智慧农业,1.89,-10.000,63407.0,676,33,000816
300421.SZ,力星股份,9.83,-4.191,63374.0,677,33,300421
002192.SZ,融捷股份,33.14,1.439,63324.0,678,33,002192
600588.SH,用友网络,10.62,-4.668,63301.0,679,17,600588
300568.SZ,星源材质,9.17,-3.778,63253.0,680,33,300568
301179.SZ,泽宇智能,18.32,-6.340,63076.5,681,33,301179
002771.SZ,真视通,16.04,-3.664,63073.0,682,33,002771
600085.SH,同仁堂,44.75,0.947,62891.0,683,17,600085
600711.SH,盛屯矿业,3.40,-2.857,62698.5,684,17,600711
601689.SH,拓普集团,57.28,-4.005,62601.0,685,17,601689
300726.SZ,宏达电子,24.26,-3.921,62591.0,686,33,300726
600546.SH,山煤国际,15.90,2.979,62485.5,687,17,600546
300397.SZ,天和防务,9.33,-7.349,62423.5,688,33,300397
600875.SH,东方电气,18.75,0.915,62388.5,689,17,600875
002558.SZ,巨人网络,9.85,-1.598,62297.5,690,33,002558
300581.SZ,晨曦航空,8.00,-6.760,62182.0,691,33,300581
603678.SH,火炬电子,24.91,-2.045,62039.5,692,17,603678
300058.SZ,蓝色光标,5.60,-2.778,61929.0,693,33,300058
300900.SZ,广联航空,26.13,-6.277,61657.5,694,33,300900
600026.SH,中远海能,17.91,2.343,61648.5,695,17,600026
000882.SZ,华联股份,1.14,-1.724,61599.0,696,33,000882
601698.SH,中国卫通,14.70,-2.649,61556.5,697,17,601698
300135.SZ,宝利国际,2.69,-10.333,61475.5,698,33,300135
600572.SH,康恩贝,5.36,1.132,61314.0,699,17,600572
601868.SH,中国能建,2.15,-0.922,61269.5,700,17,601868
603533.SH,掌阅科技,17.88,-4.487,61257.5,701,17,603533
000776.SZ,广发证券,12.52,-2.111,61242.0,702,33,000776
000591.SZ,太阳能,4.97,-1.584,61191.5,703,33,000591
300369.SZ,绿盟科技,4.91,-14.011,61152.0,704,33,300369
000721.SZ,西安饮食,7.23,-6.226,61084.0,705,33,000721
002941.SZ,新疆交建,10.10,-8.597,61050.0,706,33,002941
301099.SZ,雅创电子,40.46,0.124,60918.0,707,33,301099
003004.SZ,声迅股份,22.54,-8.856,60839.0,708,33,003004
300442.SZ,润泽科技,26.74,-1.727,60803.5,709,33,300442
300136.SZ,信维通信,17.84,-2.193,60801.5,710,33,300136
300229.SZ,拓尔思,13.25,-4.539,60763.0,711,33,300229
300863.SZ,卡倍亿,32.50,-6.797,60701.5,712,33,300863
300697.SZ,电工合金,11.48,1.773,60688.0,713,33,300697
000701.SZ,厦门信达,3.62,-6.701,60634.5,714,33,000701
300081.SZ,恒信东方,3.76,-9.398,60627.0,715,33,300081
603267.SH,鸿远电子,34.95,-4.063,60623.0,716,17,603267
002736.SZ,国信证券,9.23,0.326,60568.5,717,33,002736
300896.SZ,爱美客,200.55,-2.357,60520.5,718,33,300896
300447.SZ,全信股份,13.34,-7.103,60332.0,719,33,300447
300124.SZ,汇川技术,55.53,0.180,60256.5,720,33,300124
000521.SZ,长虹美菱,8.90,0.000,60199.5,721,33,000521
601186.SH,中国铁建,8.65,0.348,60128.5,722,17,601186
002167.SZ,东方锆业,6.04,-3.975,59879.5,723,33,002167
002008.SZ,大族激光,19.95,-1.482,59817.5,724,33,002008
000998.SZ,隆平高科,10.54,-2.947,59728.5,725,33,000998
603517.SH,绝味食品,17.31,-3.726,59697.0,726,17,603517
600009.SH,上海机场,34.10,-1.531,59595.0,727,17,600009
300922.SZ,天秦装备,12.76,-8.922,59579.0,728,33,300922
603860.SH,中公高科,24.90,-7.263,59545.0,729,17,603860
301121.SZ,紫建电子,39.09,-2.930,59465.0,730,33,301121
600023.SH,浙能电力,6.84,0.146,59432.0,731,17,600023
600119.SH,长江投资,5.71,-7.155,59408.5,732,17,600119
002584.SZ,西陇科学,5.71,-4.515,59297.5,733,33,002584
600705.SH,中航产融,2.35,-4.082,59149.0,734,17,600705
600571.SH,信雅达,9.20,-4.762,59136.0,735,17,600571
300438.SZ,鹏辉能源,21.17,-4.939,59075.0,736,33,300438
002037.SZ,保利联合,6.55,-5.483,59024.0,737,33,002037
002444.SZ,巨星科技,26.34,4.028,58954.0,738,33,002444
605588.SH,冠石科技,38.45,-6.968,58935.0,739,17,605588
600257.SH,大湖股份,4.56,-5.394,58928.0,740,17,600257
601702.SH,华峰铝业,19.15,4.932,58922.0,741,17,601702
600196.SH,复星医药,23.62,-1.047,58920.5,742,17,600196
002427.SZ,尤夫股份,3.34,-9.973,58914.0,743,33,002427
000617.SZ,中油资本,5.52,-1.252,58631.0,744,33,000617
603918.SH,金桥信息,10.48,-7.010,58628.5,745,17,603918
300847.SZ,中船汉光,14.60,-6.049,58614.5,746,33,300847
600118.SH,中国卫星,24.04,-2.947,58579.0,747,17,600118
600962.SH,国投中鲁,11.45,-8.253,58527.5,748,17,600962
600520.SH,文一科技,15.09,-5.805,58473.0,749,17,600520
603296.SH,华勤技术,84.13,2.323,58383.0,750,17,603296
000881.SZ,中广核技,6.54,-7.234,58369.0,751,33,000881
600760.SH,中航沈飞,41.28,-1.362,58300.0,752,17,600760
002039.SZ,黔源电力,18.35,4.143,58296.5,753,33,002039
300706.SZ,阿石创,19.52,2.575,58217.0,754,33,300706
002194.SZ,武汉凡谷,7.90,-4.126,58147.5,755,33,002194
601005.SH,重庆钢铁,1.09,0.000,57904.5,756,17,601005
600958.SH,东方证券,7.89,-1.621,57836.0,757,17,600958
000697.SZ,炼石航空,6.76,-7.397,57833.5,758,33,000697
300763.SZ,锦浪科技,53.24,-4.946,57790.5,759,33,300763
837046.BJ,亿能电力,9.15,3.390,57682.5,760,151,837046
300598.SZ,诚迈科技,27.88,-4.619,57660.5,761,33,300598
600160.SH,巨化股份,23.59,0.042,57652.5,762,17,600160
605277.SH,新亚电子,15.07,-2.774,57445.5,763,17,605277
603089.SH,正裕工业,8.80,0.228,57285.5,764,17,603089
000004.SZ,国华网安,8.42,-10.043,57198.0,765,33,000004
002827.SZ,高争民爆,20.28,-7.143,57132.5,766,33,002827
600230.SH,沧州大化,11.03,0.915,57111.0,767,17,600230
601595.SH,上海电影,23.57,-0.591,57104.5,768,17,601595
601988.SH,中国银行,4.45,0.000,57067.5,769,17,601988
600392.SH,盛和资源,8.86,-4.320,57025.5,770,17,600392
300733.SZ,西菱动力,10.72,-9.076,56937.5,771,33,300733
600497.SH,驰宏锌锗,5.73,1.237,56915.0,772,17,600497
600221.SH,海航控股,1.26,-3.817,56780.5,773,17,600221
002920.SZ,德赛西威,102.00,-1.172,56687.5,774,33,002920
300906.SZ,日月明,22.87,2.787,56568.5,775,33,300906
000514.SZ,渝开发,3.37,-3.438,56523.5,776,33,000514
600754.SH,锦江酒店,27.11,-2.936,56250.5,777,17,600754
001337.SZ,四川黄金,25.07,1.007,56206.5,778,33,001337
002423.SZ,中粮资本,7.78,-1.269,56159.5,779,33,002423
301538.SZ,骏鼎达,101.90,-1.068,56147.0,780,33,301538
002425.SZ,凯撒文化,2.81,-1.056,56134.0,781,33,002425
600309.SH,万华化学,88.80,0.749,56127.5,782,17,600309
003032.SZ,传智教育,8.47,-4.832,56114.5,783,33,003032
